4,3,15,1,7,1,2,2,1,8,2,1,2,1,2,1,5,2,8,1
5,3,10,2,8,4,0,3,0,7,1,0,8,0,0,0,2,2,6,11
5,3,2,4,4,0,0,5,0,7,0,0,2,1,2,1,1,1,2,1
2,3,2,0,4,5,1,1,0,1,0,0,1,0,0,0,2,0,1,5
3,5,9,2,4,1,0,0,0,7,0,2,4,0,2,1,6,1,11,4
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9,2,25,3,15,2,6,1,0,8,1,1,0,0,1,1,2,1,11,8
3,6,10,2,12,2,0,4,0,12,1,0,4,0,4,2,8,1,7,6
1,1,8,1,2,0,0,5,0,4,1,0,4,1,0,0,2,1,3,5
4,1,11,1,4,1,1,0,0,4,0,0,4,1,1,1,2,1,2,3
0,0,4,1,2,0,0,0,0,2,0,0,0,1,0,1,2,0,1,4
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,2,18,4,8,0,3,2,1,4,0,0,2,0,1,1,2,2,9,9
0,3,15,4,4,2,1,2,0,6,4,0,0,1,1,4,0,0,8,4
4,2,12,6,7,1,1,5,0,4,1,0,1,0,1,1,0,1,10,5
3,1,9,0,8,1,0,2,0,4,0,0,3,1,1,1,2,1,5,4
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,1,9,4,1,1,3,5,1,3,0,0,1,0,1,1,0,2,5,5
0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
0,2,3,0,0,1,1,1,0,1,0,0,1,1,0,0,1,2,3,3
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6,1,11,4,10,3,1,2,0,7,3,0,5,2,2,0,0,2,5,7
0,5,15,3,10,5,0,4,0,7,2,0,5,1,4,1,3,3,13,12
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,1,7,2,8,1,1,1,0,5,0,0,6,0,1,1,0,0,2,5
3,3,14,0,12,3,3,2,0,1,0,0,1,0,0,1,1,0,3,1
2,1,9,0,2,2,0,0,0,0,0,0,2,2,1,0,1,0,4,1
2,3,11,0,7,2,1,1,0,4,1,1,8,0,2,0,3,2,2,3
0,0,10,2,4,0,1,2,0,2,1,0,2,1,0,1,2,4,5,8
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,5,21,1,9,2,2,4,1,5,0,0,0,1,0,0,5,1,3,1
1,2,20,4,11,5,2,3,1,1,0,0,4,1,0,1,3,2,8,6
2,2,4,1,4,2,3,1,0,2,0,0,3,0,0,0,0,1,6,3
0,2,7,0,5,2,1,0,0,5,0,0,2,0,1,0,0,1,5,1
1,0,7,3,1,1,0,1,0,2,1,0,2,0,0,0,1,1,4,4
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,3,13,4,10,6,3,5,0,4,1,1,1,0,0,0,3,0,7,4
4,1,16,1,7,0,3,4,0,3,0,1,2,0,0,1,2,0,2,4
0,0,5,1,3,0,1,2,0,4,0,0,2,0,1,1,1,0,2,2
3,1,13,1,6,2,3,0,0,2,0,0,1,1,0,0,0,0,4,3
0,1,10,2,2,1,1,2,0,3,0,0,3,0,1,0,3,1,2,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,2,15,1,10,2,6,3,0,15,1,0,2,0,4,0,4,1,9,4
5,0,12,3,6,2,3,4,1,15,1,0,4,3,0,0,0,0,2,2
4,0,4,1,4,2,2,1,0,4,1,0,1,0,2,1,0,0,0,0
0,1,8,4,2,2,0,6,0,4,1,0,2,1,0,1,0,0,2,1
0,2,6,0,3,2,1,2,0,4,0,0,2,0,0,0,1,0,1,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5,0,9,5,3,1,3,0,0,14,5,0,2,3,3,0,2,2,7,6
0,6,11,3,13,3,2,2,0,8,1,0,0,2,1,0,0,1,4,4
0,0,7,2,2,1,0,2,0,8,0,0,3,1,2,1,0,2,1,3
4,0,8,2,3,2,2,1,0,4,1,0,3,0,0,0,2,0,5,4
2,0,6,1,2,2,2,3,0,5,0,0,1,0,1,0,1,0,1,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,2,9,6,8,2,3,3,0,20,1,0,4,3,1,1,2,2,6,5
3,1,12,3,12,1,2,5,0,15,3,0,3,4,3,1,6,0,5,0
2,0,6,0,4,1,0,5,0,8,1,0,2,0,1,0,1,1,4,2
1,2,12,2,4,2,4,3,0,12,0,0,2,1,0,1,0,0,3,4
1,2,5,0,10,2,2,1,0,5,1,0,1,1,2,0,0,0,3,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,3,7,6,9,5,1,8,0,14,2,0,7,3,1,0,3,1,0,3
3,1,12,4,8,2,0,6,0,7,2,0,3,1,2,1,5,0,6,4
1,1,10,4,6,2,0,1,0,12,0,0,3,1,0,2,0,0,3,5
2,2,3,0,8,0,6,3,0,5,1,0,2,0,1,0,2,2,9,3
2,1,3,0,2,0,1,2,0,6,2,0,0,2,1,0,0,0,0,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,2,12,7,23,0,3,3,0,22,2,0,6,3,1,0,1,3,1,1
2,3,2,1,1,3,0,2,0,12,0,0,2,0,1,0,0,0,0,0
5,1,2,1,2,1,0,3,1,8,0,0,1,1,0,0,0,0,0,0
0,2,0,0,2,2,2,2,0,9,0,0,2,2,0,1,0,0,0,6
0,3,3,5,3,0,1,2,0,10,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,3,3,1,4,1,1,4,0,6,2,0,1,0,3,0,2,1,3,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,2,4,5,6,0,2,2,0,10,2,0,0,1,1,1,4,2,4,0
2,3,6,2,2,2,0,3,0,5,1,0,2,0,1,0,0,1,3,2
3,3,3,0,1,1,3,1,0,1,1,0,0,1,1,0,1,0,1,3
0,3,2,2,3,1,0,3,0,6,1,0,1,1,0,0,0,1,2,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,3,5,1,1,1,1,2,1,7,0,0,4,2,0,2,0,0,2,4
3,3,0,4,4,1,2,2,0,13,0,0,2,0,1,0,4,1,0,6
0,1,1,2,7,1,3,2,0,4,2,0,2,0,1,0,0,0,0,1
1,2,1,1,1,1,0,0,0,5,1,0,0,0,0,0,0,1,1,0
0,1,3,0,4,2,0,5,0,3,0,0,2,1,1,0,0,0,0,2
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,3,4,2,2,3,1,5,0,5,1,0,4,5,0,0,0,0,0,1
2,4,1,3,5,0,1,2,0,6,2,0,4,3,2,2,1,1,2,0
0,3,3,7,5,4,2,3,0,6,2,0,2,1,0,0,1,0,1,0
1,2,4,0,1,0,1,3,0,4,1,0,1,4,0,0,4,1,0,1
0,4,2,0,1,1,1,3,0,4,1,0,1,0,0,0,0,0,0,3
