2,2,2,11,1,5,2,7,1,2,4,1,2,3,2,2,7,6,4,3
2,3,5,2,1,4,0,7,0,2,17,4,0,0,3,7,15,21,8,4
0,1,2,1,0,3,0,3,1,4,9,0,0,0,1,4,3,11,1,3
0,2,2,0,0,3,2,5,0,3,2,5,0,0,1,1,3,4,6,2
3,1,0,7,0,3,0,5,1,1,12,1,0,0,4,7,4,7,4,2
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,2,2,4,1,11,5,21,3,3,15,2,1,1,5,4,6,15,3,12
0,2,0,4,0,2,1,8,2,2,6,2,0,0,2,11,8,25,5,6
0,2,1,3,0,3,0,5,0,1,3,0,0,0,1,2,5,6,5,1
0,1,2,2,0,1,0,6,0,0,1,1,0,0,0,1,2,7,5,0
0,1,0,0,0,2,0,0,0,0,8,0,0,0,1,1,3,6,1,4
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,4,0,5,2,1,0,4,0,1,11,0,1,0,2,2,5,10,4,6
1,2,1,2,1,0,1,7,0,1,8,2,0,0,1,2,5,11,3,5
2,0,0,2,2,3,0,19,1,1,5,1,0,0,2,4,6,13,7,5
2,0,0,1,0,2,0,2,3,2,14,1,0,0,3,5,4,6,7,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,1,0,2,0,8,1,0,4,1,0,0,1,1,1,7,2,3
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2,0,0,1,0,0,0,6,0,0,2,1,0,0,0,1,2,3,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,4,4,6,1,2,2,9,1,4,14,3,0,0,2,3,9,13,6,5
3,6,2,7,2,4,2,11,0,1,39,5,1,0,2,5,12,20,10,12
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1,3,3,1,2,0,4,1,2,9,1,0,0,2,1,8,12,6,5
0,5,2,6,0,6,0,5,2,2,6,3,1,0,2,3,5,12,4,2
1,3,1,5,2,1,0,3,3,2,9,2,0,0,0,2,4,3,7,3
0,3,2,4,0,7,1,4,0,0,10,2,2,0,1,1,9,14,5,3
0,1,0,2,0,0,0,5,0,0,6,0,0,0,0,0,5,9,2,2
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7,1,0,6,0,7,1,8,1,3,2,2,2,0,6,3,4,24,8,2
0,2,1,4,0,4,1,8,0,3,3,5,0,0,5,2,8,7,9,5
0,1,0,1,2,1,0,4,2,0,5,2,0,0,3,1,4,6,3,5
0,4,0,4,0,3,0,3,1,1,2,2,0,0,2,3,4,7,6,6
0,0,0,2,0,0,0,2,0,2,3,1,0,0,4,0,2,5,3,4
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,5,2,6,1,7,0,4,0,3,17,6,4,0,3,2,5,13,8,6
0,3,0,2,0,4,0,3,3,4,7,0,0,0,1,2,11,12,6,4
0,3,0,5,0,1,3,2,0,1,6,0,0,0,0,1,4,7,0,1
1,2,0,2,0,1,0,1,3,2,1,2,0,0,1,0,3,4,3,0
0,5,0,0,0,0,3,1,1,1,11,1,0,2,0,3,1,8,4,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,2,1,4,0,0,0,5,1,0,7,2,0,1,1,2,10,8,10,3
1,2,0,10,3,4,1,7,2,1,9,2,0,1,1,0,11,10,8,4
0,3,0,2,0,2,0,3,0,0,4,2,0,0,0,3,3,10,3,5
1,0,0,3,0,0,0,5,0,1,8,2,1,0,0,0,5,13,3,2
1,2,1,2,1,0,0,1,0,1,6,2,0,0,2,2,3,4,5,3
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,1,0,3,0,0,0,8,0,1,9,1,0,0,2,2,7,9,2,9
1,6,4,8,1,3,5,5,4,2,21,3,0,0,1,5,8,17,9,4
1,1,8,4,0,1,1,1,0,2,3,1,1,1,1,0,3,6,5,2
1,3,0,1,0,3,1,0,1,0,8,2,0,0,1,1,6,10,1,1
0,2,0,1,0,1,0,1,1,0,1,2,0,0,1,0,1,9,1,4
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,3,2,6,0,5,2,9,4,1,11,2,0,0,2,3,7,9,7,5
3,6,2,7,0,0,0,4,1,4,2,1,0,0,1,6,11,13,10,6
0,5,1,1,1,1,0,3,1,5,5,1,0,1,0,3,2,7,1,4
4,2,2,5,0,4,1,2,2,2,2,2,0,0,1,4,4,7,6,5
0,5,0,4,0,2,0,8,0,2,4,2,0,0,3,2,3,5,6,2
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,6,0,8,0,4,0,6,1,4,8,5,0,0,2,4,15,20,9,9
2,3,0,7,0,3,2,4,0,2,10,2,0,1,3,5,9,11,8,5
0,3,0,3,0,1,0,4,0,3,6,2,1,0,2,2,7,11,4,3
0,4,2,0,0,0,1,9,0,2,9,0,0,0,3,2,6,15,10,0
2,1,1,5,3,2,0,2,3,0,12,0,0,0,1,1,2,5,3,3
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,5,0,5,0,2,3,8,2,5,8,0,0,1,2,7,20,21,9,9
1,3,4,4,0,2,2,8,4,1,11,3,0,0,0,4,2,13,4,5
0,1,0,2,0,0,0,7,2,3,4,1,0,0,0,3,1,4,5,1
0,0,0,2,0,2,0,3,0,0,3,2,0,0,0,7,3,14,2,0
0,1,1,1,0,2,0,3,0,0,1,0,0,1,1,1,6,6,2,2
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,2,3,3,5,2,4,2,1,1,9,1,0,0,1,0,5,7,5,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,3,1,0,3,2,2,2,2,0,0,0,1,2,4,3,9,19,5,4
0,1,1,1,1,2,0,4,1,0,5,2,0,0,2,1,5,10,2,1
1,1,0,5,0,2,0,2,0,1,0,1,0,0,1,1,2,6,6,1
0,2,4,4,0,2,0,0,1,0,4,1,0,1,1,4,3,4,5,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,4,0,4,0,4,1,4,0,0,8,1,1,0,1,4,6,11,4,6
2,1,1,7,0,3,4,7,2,1,6,1,1,0,3,1,9,11,8,3
0,3,0,1,0,1,0,1,2,0,3,1,0,0,0,1,1,5,4,2
1,2,0,1,0,2,0,4,0,1,2,1,0,1,0,3,4,6,4,2
0,1,0,1,0,0,0,0,0,0,3,2,0,0,0,1,3,3,1,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,0,2,3,1,4,1,8,0,1,7,3,0,0,0,3,11,9,8,5
6,0,0,0,1,1,1,3,0,0,4,0,0,0,0,1,7,10,9,3
1,1,1,8,0,3,0,4,0,1,3,4,0,0,2,1,3,10,5,5
3,3,1,3,0,3,0,1,0,3,5,0,0,1,0,2,4,6,5,5
1,0,1,3,0,2,0,3,0,4,5,1,0,0,0,2,4,10,7,2
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,1,3,3,0,3,2,3,2,3,2,2,1,2,3,1,13,15,4,9
3,5,0,3,0,7,0,11,0,4,10,3,0,0,1,6,5,15,10,10
4,2,1,1,0,4,0,3,0,4,1,1,1,0,0,2,5,7,5,7
0,4,0,2,1,0,0,3,0,0,4,2,0,0,1,2,6,8,13,4
0,0,0,4,0,2,0,1,0,1,5,4,2,0,0,1,5,9,2,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,3,3,3,0,3,0,1,0,2,2,0,0,1,1,3,9,14,7,3
0,2,0,1,0,4,2,2,1,3,3,2,0,0,2,6,3,3,4,4
2,0,0,3,0,1,0,0,0,2,4,0,0,0,2,1,4,5,4,1
1,2,0,4,0,2,0,2,1,4,5,1,0,0,0,2,4,7,3,3
0,0,1,2,0,0,0,2,1,2,7,1,0,1,0,1,5,12,7,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1,1,4,0,0,1,6,1,2,13,0,0,1,2,3,5,12,10,7
2,1,0,5,1,1,1,3,1,1,5,2,0,0,2,3,8,14,6,5
2,1,0,1,0,2,0,3,1,1,7,0,0,0,4,3,3,9,7,1
0,3,0,5,0,1,0,4,1,0,2,0,0,0,1,1,5,6,3,3
2,0,0,4,0,2,0,0,0,2,6,0,0,0,0,0,5,8,2,6
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,2,3,2,1,0,1,2,0,3,7,2,0,0,3,3,7,11,4,6
2,3,0,4,0,4,0,3,0,2,5,3,0,1,2,6,9,6,8,8
0,1,0,2,0,1,0,9,1,0,7,2,0,1,1,2,7,7,5,3
0,0,1,1,2,0,2,1,0,1,4,1,1,0,0,2,3,7,6,0
1,0,0,3,0,2,0,2,0,1,6,1,0,0,1,0,6,1,2,4
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,3,0,8,0,6,2,6,0,6,17,3,1,0,1,6,8,17,11,6
1,0,0,2,0,1,0,2,2,1,5,0,0,0,2,3,6,3,6,2
2,2,1,3,3,2,1,4,3,2,3,0,0,0,0,0,6,6,2,4
0,1,0,2,0,1,3,6,0,0,5,1,0,1,1,1,1,5,3,1
0,1,2,1,0,1,0,4,0,1,2,1,0,0,0,0,3,4,4,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,0,0,3,0,2,0,10,0,0,11,1,1,0,2,7,8,13,14,9
2,3,0,5,2,4,0,3,2,3,11,1,0,0,2,9,6,15,11,8
0,2,1,10,0,1,0,10,1,2,4,0,0,0,0,7,2,5,5,1
0,1,0,0,0,2,2,2,0,0,5,2,1,0,1,5,1,5,6,3
0,1,1,1,0,1,1,3,0,0,6,0,0,0,1,3,5,11,6,5
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,3,0,7,2,1,3,3,1,5,5,3,1,1,2,6,5,6,17,4
0,2,2,5,1,2,0,4,0,2,11,3,1,0,2,10,5,17,22,9
0,3,2,1,0,2,0,5,0,2,4,0,0,0,0,5,5,7,2,3
0,0,0,1,1,1,2,5,0,1,4,0,0,1,2,3,3,8,8,7
2,3,2,3,1,1,1,2,0,1,5,0,0,1,4,3,2,6,5,2
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,0,2,32,3,11,5,18,0,0,0,4,1,0,0,20,27,41,0,36
5,0,3,6,4,1,3,11,1,0,0,1,0,0,0,2,6,10,8,7
1,0,1,6,1,2,3,2,0,0,0,0,1,0,0,1,7,13,11,6
1,1,0,6,0,0,1,6,0,0,0,0,0,0,0,1,2,4,7,5
0,1,1,4,1,0,0,7,1,0,1,0,1,0,1,7,4,7,11,4
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,5,1,5,3,2,3,7,1,3,0,4,0,0,2,5,9,18,8,7
0,3,4,7,2,4,5,6,0,0,0,0,0,0,3,2,9,14,21,15
2,3,1,8,1,6,0,3,0,2,1,1,1,0,1,1,2,5,10,4
0,2,0,4,1,5,0,4,0,1,0,0,0,0,5,1,3,7,4,6
0,1,0,3,1,2,0,0,0,0,0,0,2,0,2,1,4,3,3,4
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7,4,4,5,2,10,3,4,0,2,34,1,0,0,2,3,13,15,3,12
4,0,4,7,0,5,0,1,2,4,18,1,0,0,1,8,13,10,2,14
2,0,1,3,1,2,3,2,0,1,13,2,0,1,0,1,6,7,0,8
1,2,0,9,0,2,0,5,3,1,10,4,0,0,0,4,13,8,2,9
0,0,0,0,0,0,0,6,0,0,4,0,0,1,1,2,1,3,3,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6,6,0,5,1,0,0,3,1,2,11,1,0,0,0,2,3,8,4,3
0,0,1,8,0,0,0,0,2,2,5,1,0,1,1,3,11,9,7,2
0,4,2,11,2,0,5,3,3,9,18,1,0,1,0,6,20,16,12,14
0,4,5,3,0,0,2,2,0,3,4,3,0,0,3,6,3,8,6,4
0,2,2,4,0,0,1,1,1,2,6,2,1,1,1,1,7,8,3,7
2,2,2,4,0,1,0,2,0,0,11,0,0,0,1,2,9,5,4,13
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,4,1,9,1,6,1,6,0,1,24,2,0,0,2,1,6,13,14,14
1,4,0,11,1,4,3,6,2,5,26,4,1,1,2,3,17,9,12,7
0,1,2,10,3,3,1,3,0,3,13,1,0,0,1,1,11,11,3,17
1,0,3,9,0,4,0,2,0,2,10,0,1,1,0,0,7,6,0,7
2,0,2,5,0,1,0,0,2,1,13,0,0,0,1,2,4,9,0,8
0,0,0,1,0,3,0,2,1,0,15,6,0,0,1,3,7,4,0,3
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,0,1,2,2,2,0,6,0,2,19,2,0,0,1,4,18,12,0,0
1,0,2,0,1,3,0,10,0,2,16,2,0,1,2,2,8,12,0,7
2,0,2,1,1,0,0,3,2,2,9,0,1,0,1,2,10,11,1,4
2,0,1,0,1,0,0,4,0,1,8,2,2,0,1,4,6,8,0,4
0,0,0,1,0,2,0,2,1,0,3,0,0,0,0,0,5,4,1,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,8,0,13,2,5,0,5,5,3,15,2,0,0,1,1,23,9,13,11
1,8,2,5,1,1,1,7,3,1,9,1,0,4,0,5,10,6,18,6
0,2,0,0,0,0,0,1,0,1,10,0,0,1,0,0,2,6,4,3
1,2,1,1,1,2,1,2,0,1,7,1,0,0,0,6,4,3,8,4
1,2,0,7,0,1,0,6,2,1,7,2,1,0,2,2,3,4,3,2
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6,4,7,6,2,0,2,10,1,3,24,1,1,0,0,0,10,9,10,3
0,2,0,6,0,2,1,2,2,1,3,1,0,0,0,2,2,6,4,2
3,1,4,1,0,1,0,5,1,1,5,1,0,0,0,0,5,8,5,2
0,1,0,8,1,3,0,1,1,0,6,0,0,0,0,1,5,6,11,3
4,1,0,0,0,2,0,0,0,2,12,0,0,0,0,0,2,2,5,7
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,4,2,2,2,1,0,4,1,1,2,0,2,0,2,3,8,6,9,6
2,3,0,9,0,2,0,7,1,8,17,2,0,1,2,1,11,6,10,4
1,2,0,5,1,0,0,0,0,2,15,0,0,2,0,1,2,5,6,3
0,2,2,1,0,2,0,1,0,0,11,0,0,2,1,1,2,3,6,1
0,1,0,4,0,0,0,2,1,0,5,0,0,0,1,1,4,2,2,2
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,1,0,4,0,2,0,4,1,0,8,2,0,0,2,3,10,5,5,2
1,1,0,3,0,2,0,8,1,3,13,1,0,1,2,3,9,5,6,0
1,2,0,1,0,1,0,2,1,1,7,1,0,0,1,3,4,6,7,1
0,3,1,1,1,1,0,3,0,1,4,0,0,0,1,1,3,3,5,1
1,1,1,1,0,2,0,6,1,1,5,0,0,0,0,1,2,4,9,5
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,4,0,2,0,5,0,8,0,3,10,0,0,1,0,7,12,9,10,5
2,1,0,5,0,7,0,13,2,4,18,0,1,0,2,2,11,5,7,11
0,3,0,2,1,0,0,1,1,0,7,2,0,0,2,3,5,12,4,3
0,2,1,4,0,0,0,5,3,2,6,0,2,0,2,0,4,7,4,1
0,2,0,6,0,1,0,1,0,2,3,0,0,0,0,1,4,7,6,3
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6,3,1,5,1,1,0,4,0,1,19,2,1,2,1,0,9,12,14,10
0,4,3,9,1,7,0,2,0,5,18,0,0,1,2,3,12,17,4,5
0,2,1,1,0,1,0,3,0,1,4,0,0,0,0,0,9,10,8,4
0,2,2,8,0,1,0,4,1,1,18,0,0,0,1,4,8,4,7,0
0,1,1,5,0,0,0,2,0,1,6,4,0,0,3,0,9,8,6,3
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,3,0,1,1,4,0,10,0,3,32,1,0,1,1,4,19,25,0,15
3,6,2,0,1,1,0,2,1,4,14,1,0,0,1,1,4,8,0,3
0,2,0,1,0,1,0,8,0,1,15,0,0,1,2,2,4,4,2,2
0,5,0,1,0,1,0,2,0,2,10,1,0,0,0,3,4,13,16,5
